,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
353,PALF11,12500,015,005,0011,"0,00%",10,-166,009,-002,172,"11,96%","7,50%",98,"14,22%","36,74%",000,"2.065.890.000,00",247,"6,16%"
354,SULT3,056,018,003,0063,"0,00%",5,-032,-026,-001,-041,"-24,17%","34,17%",78,"-1,87%","14,08%",000,"273.282.000,00",002,"-1,06%"
355,PALF5,23660,027,010,0021,"0,00%",19,-315,017,-004,176,"11,96%","7,50%",98,"14,22%","36,74%",000,"2.065.890.000,00",247,"6,16%"
356,ASSM4,610,029,-015,-8357,"0,00%",133,-020,040,-008,188,"-2.084,39%","-2.915,61%",21,"35,38%","-50,73%",000,"-9.943.000,00",-056,"-8,79%"
357,GAZO4,232,031,-003,-1411,"0,00%",205,-046,086,-003,103,"-164,00%","-454,48%",35,"25,06%","-10,61%",000,"-102.667.000,00",-001,"-28,21%"
358,PALF3,27990,032,012,0024,"0,00%",22,-372,020,-005,178,"11,96%","7,50%",98,"14,22%","36,74%",000,"2.065.890.000,00",247,"6,16%"
359,ASSM3,712,033,-017,-9754,"0,00%",155,-023,047,-009,195,"-2.084,39%","-2.915,61%",21,"35,38%","-50,73%",000,"-9.943.000,00",-056,"-8,79%"
360,BELG4,"1.370,00",036,007,0062,"0,00%",44,029,023,259,040,"27,70%","19,46%",197,"22,04%","18,59%",000,"13.495.400.000,00",017,"48,47%"
361,BELG3,"1.375,50",036,007,0063,"0,00%",44,029,023,260,041,"27,70%","19,46%",197,"22,04%","18,59%",000,"13.495.400.000,00",017,"48,47%"
362,AGEN33,016,039,-003,0000,"0,00%",66,-017,011,-002,361,"0,00%","0,00%",9,"87,67%","-8,85%",000,"-1.112.630.000,00",-111,"-87,03%"
363,SCLO3,1410,043,-009,15057,"0,00%",692,-008,-787,-008,-2380,"-191,21%","3.444,05%",1,"-9,09%","-19,76%",000,"-159.162.000,00",-017,"1,58%"
364,MMAQ4,20006,044,006,0023,"45,18%",39,008,-156,009,-3227,"-1,44%","5,14%",237,"-4,21%","14,38%",000,"142.767.000,00",006,"16,61%"
365,TRPN3,071,044,054,0263,"267,88%",399,059,036,059,-035,"72,28%","59,29%",361,"523,01%","122,35%",000,"59.358.000,00",000,"5,77%"
366,GAZO3,340,045,-005,-2068,"0,00%",301,-067,126,-004,143,"-164,00%","-454,48%",35,"25,06%","-10,61%",000,"-102.667.000,00",-001,"-28,21%"
367,HETA3,401,047,-001,1894,"0,00%",211,-005,285,-001,45555,"66,39%","401,11%",2,"7,48%","-1,13%",000,"-383.060.000,00",-085,"-16,48%"
368,FCAP3,062,052,011,0000,"0,00%",89,000,-618,000,-1527,"0,00%","0,00%",0,"0,00%","21,83%",000,"107.134.000,00",000,"0,00%"
369,JBDU4,181,055,063,0000,"0,00%",65,000,-082,000,-129,"0,00%","0,00%",0,"0,00%","114,71%","35.403,70","14.496.000,00",000,"0,00%"
370,FCAP4,070,058,013,0000,"0,00%",100,000,-698,000,-1607,"0,00%","0,00%",0,"0,00%","21,83%",000,"107.134.000,00",000,"0,00%"
371,CTSA8,100,064,014,0085,"0,00%",64,083,106,-069,570,"7,96%","13,22%",121,"6,48%","21,41%",000,"286.680.000,00",087,"6,93%"
372,SJOS3,119,064,-011,0000,"0,00%",3240,000,-1013,000,-2255,"0,00%","0,00%",0,"0,00%","-16,48%",000,"-152.035.000,00",000,"0,00%"
373,HETA4,600,071,-001,2833,"0,00%",315,-008,427,-001,45696,"66,39%","401,11%",2,"7,48%","-1,13%","8.041,12","-383.060.000,00",-085,"-16,48%"
374,TARP11,1802,082,025,26009,"0,00%",245,000,19774,000,19529,"13,15%","3.170,05%",0,"0,00%","29,89%",000,"678.212.000,00",000,"-71,36%"
375,JBDU3,299,090,104,0000,"0,00%",107,000,-135,000,-183,"0,00%","0,00%",0,"0,00%","114,71%","7.354,12","14.496.000,00",000,"0,00%"
376,MTBR3,099,092,052,0225,"0,00%",212,1100,580,-300,299,"3,88%","24,50%",104,"6,17%","57,05%",000,"2.846.050.000,00",018,"-9,63%"
377,MTBR4,105,097,055,0239,"0,00%",225,1167,615,-318,321,"3,88%","24,50%",104,"6,17%","57,05%",000,"2.846.050.000,00",018,"-9,63%"
378,PMAM4,584,107,030,0047,"0,00%",55,063,334,-016,973,"1,41%","4,40%",122,"2,26%","28,43%",000,"832.397.000,00",269,"-0,55%"
379,TSPP4,905,124,037,0188,"0,00%",162,-402,085,-065,130,"22,01%","15,20%",89,"23,92%","29,88%",000,"9.816.290.000,00",035,"13,06%"
380,CEDO4,769,149,042,0115,"0,00%",102,-419,-380,-035,-93532,"-3,02%","8,10%",95,"-3,12%","27,79%","8.395,23","185.246.000,00",126,"12,27%"
381,CEDO3,800,155,043,0119,"0,00%",106,-436,-395,-036,-94532,"-3,02%","8,10%",95,"-3,12%","27,79%","1.087,33","185.246.000,00",126,"12,27%"
382,BNBR4,2701,167,046,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","27,44%",000,"5.075.040.000,00",000,"18,00%"
383,TSPP3,1260,172,051,0262,"0,00%",225,-559,119,-091,163,"22,01%","15,20%",89,"23,92%","29,88%",000,"9.816.290.000,00",035,"13,06%"
384,PLIM4,059,189,003,0020,"0,00%",16,-051,017,-005,065,"11,93%","1,55%",80,"10,95%","1,72%",000,"6.812.390.000,00",028,"66,63%"
385,EBEN4,1751,229,052,0162,"0,00%",158,150,131,-052,172,"12,37%","7,07%",137,"15,37%","22,80%",000,"1.308.460.000,00",110,"4,81%"
386,IDNT3,247,239,195,0000,"0,00%",608,000,-933,000,-860,"0,00%","0,00%",0,"0,00%","81,63%","528.860,00","20.705.000,00",000,"-80,42%"
387,ELET3,3483,240,075,3031,"2,36%",266,336,328,-063,527,"92,38%","126,71%",156,"8,86%","31,16%","170.465.000,00","63.049.800.000,00",080,"-16,28%"
388,ELET6,3593,247,077,3126,"3,89%",274,347,338,-065,537,"92,38%","126,71%",156,"8,86%","31,16%","96.258.600,00","63.049.800.000,00",080,"-16,28%"
389,CTPC4,650,248,003,0000,"0,00%",3,000,-055,000,-244,"0,00%","0,00%",0,"0,00%","1,41%",000,"2.411.000,00",000,"-6,10%"
390,CTNM4,868,262,026,0225,"0,00%",61,112,073,-029,329,"30,69%","17,61%",118,"9,26%","9,85%","169.294,00","1.028.930.000,00",149,"-14,35%"
391,MRFG3,1070,276,1910,0147,"0,00%",212,104,235,-053,445,"6,27%","8,00%",179,"13,70%","691,61%","61.680.500,00","348.061.000,00",5647,"19,96%"
392,SGPS3,1070,284,038,0725,"0,00%",158,158,-1571,-080,2089,"-4,61%","25,52%",135,"-1,13%","13,26%","981.834,00","1.420.560.000,00",077,"-20,11%"
393,CPFG4,1226,295,088,0842,"0,00%",160,-680,164,-030,220,"51,44%","31,49%",86,"10,79%","29,75%",000,"2.867.570.000,00",272,"5,39%"
394,MARI3,293,304,076,0346,"0,00%",384,095,499,165,489,"6,94%","11,37%",223,"10,67%","25,13%",000,"706.711.000,00",032,"11,89%"
395,CPFG3,1265,305,091,0869,"0,00%",165,-702,169,-031,222,"51,44%","31,49%",86,"10,79%","29,75%",000,"2.867.570.000,00",272,"5,39%"
396,CTNM3,1050,317,031,0272,"0,00%",74,136,089,-035,340,"30,69%","17,61%",118,"9,26%","9,85%","1.887,37","1.028.930.000,00",149,"-14,35%"
397,PTBL4,259,319,113,0305,"0,00%",225,146,994,-070,950,"3,07%","9,58%",148,"3,03%","35,52%",000,"362.385.000,00",218,"1,97%"
398,CTSA3,508,325,070,0430,"6,97%",326,420,540,-352,896,"7,96%","13,22%",121,"6,48%","21,41%","34.503,30","286.680.000,00",087,"6,93%"
399,ELET5,4801,331,103,4177,"0,00%",366,464,452,-087,638,"92,38%","126,71%",156,"8,86%","31,16%",79307,"63.049.800.000,00",080,"-16,28%"
400,CTSA4,525,336,072,0444,"7,42%",337,434,558,-364,910,"7,96%","13,22%",121,"6,48%","21,41%","6.538,19","286.680.000,00",087,"6,93%"
401,LIGT3,2047,348,090,0479,"0,63%",252,987,328,-051,543,"14,60%","13,76%",113,"9,28%","25,85%","42.084.800,00","6.910.670.000,00",134,"5,22%"
402,TBLE6,1065,354,115,0933,"0,00%",311,741,227,-055,453,"41,04%","26,37%",135,"14,90%","32,43%",000,"7.567.780.000,00",184,"10,37%"
403,PTPA3,7650,369,114,0505,"0,00%",375,228,363,-127,533,"13,93%","13,69%",179,"13,27%","30,85%",000,"1.201.690.000,00",159,"18,08%"
404,ESCE3,17200,377,095,0279,"0,00%",209,1235,196,-039,250,"14,21%","7,39%",108,"12,09%","25,17%",000,"1.065.050.000,00",124,"6,62%"
405,PTPA4,8000,386,119,0528,"0,00%",392,238,379,-133,545,"13,93%","13,69%",179,"13,27%","30,85%",000,"1.201.690.000,00",159,"18,08%"
406,TBLE5,1200,399,129,1051,"0,00%",351,835,256,-062,476,"41,04%","26,37%",135,"14,90%","32,43%",000,"7.567.780.000,00",184,"10,37%"
407,ESTC11,2350,401,076,0674,"0,00%",422,247,299,-274,301,"22,56%","16,84%",244,"17,11%","18,93%",000,"3.192.040.000,00",060,"6,07%"
408,VINE3,1720,404,065,0577,"0,00%",340,138,452,760,554,"12,76%","14,42%",191,"8,62%","16,14%",000,"1.118.520.000,00",060,"2,21%"
409,LIGH3,1666,407,112,0570,"0,00%",315,1836,417,-059,554,"13,65%","14,01%",110,"8,37%","27,57%",000,"5.836.370.000,00",137,"4,58%"
410,DAYC4,890,412,071,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","17,33%",000,"3.009.030.000,00",000,"8,15%"
411,VINE5,1764,414,067,0592,"0,00%",349,141,464,780,563,"12,76%","14,42%",191,"8,62%","16,14%",000,"1.118.520.000,00",060,"2,21%"
412,CPLE5,2751,420,043,0486,"10,51%",205,400,226,-062,386,"21,49%","11,99%",139,"10,07%","10,27%",000,"17.451.900.000,00",063,"1,07%"
413,FRTA3,745,446,-022,1974,"0,00%",435,-019,-2348,-015,71519,"-8,41%","44,23%",4,"-2,22%","-4,89%","21.231,60","-68.253.000,00",-080,"-35,66%"
414,IDVL3,300,451,065,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","14,45%","27.621,00","399.193.000,00",000,"0,00%"
415,VCPA4,2601,472,102,0789,"0,00%",353,376,201,-100,299,"39,18%","16,75%",146,"22,95%","21,57%",000,"14.149.000.000,00",146,"22,71%"
416,CRPG6,2174,472,108,1016,"2,81%",836,119,608,149,355,"16,70%","21,50%",916,"18,75%","22,94%","35.819,40","582.094.000,00",000,"15,79%"
417,CRPG5,2190,476,109,1023,"2,79%",843,120,613,150,358,"16,70%","21,50%",916,"18,75%","22,94%","321.818,00","582.094.000,00",000,"15,79%"
418,PRBC4,1454,476,093,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","19,43%",000,"1.279.390.000,00",000,"11,73%"
419,PMAM3,2723,499,142,0220,"0,00%",257,295,1557,-077,1378,"1,41%","4,40%",122,"2,26%","28,43%","1.834.760,00","832.397.000,00",269,"-0,55%"
420,PTBL3,406,500,178,0479,"3,82%",353,228,1558,-109,1203,"3,07%","9,58%",148,"3,03%","35,52%","1.693.440,00","362.385.000,00",218,"1,97%"
421,BSLI4,4601,515,108,0000,"8,13%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","21,01%",32100,"1.544.670.000,00",000,"2,07%"
422,RSUL4,12000,516,-571,0450,"0,00%",379,-104,313,-048,271,"14,37%","8,72%",44,"12,67%","-110,56%","6.667,44","-12.254.000,00",-047,"5,84%"
423,MERC3,710,521,052,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","10,06%",000,"243.892.000,00",000,"-6,79%"
424,BPAR3,18207,523,127,0000,"18,96%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","24,25%",000,"1.366.870.000,00",000,"14,37%"
425,CMIG4,1305,524,111,0778,"4,56%",380,754,405,-084,579,"19,20%","15,01%",132,"10,12%","21,11%","102.045.000,00","17.207.300.000,00",088,"3,86%"
426,BSLI3,4700,526,110,0000,"7,23%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","21,01%",80000,"1.544.670.000,00",000,"2,07%"
427,IDVL4,354,533,077,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","14,45%","46.838,30","399.193.000,00",000,"0,00%"
428,BRAP3,3050,543,104,0000,"3,69%",1015,000,-38709,000,-38771,"0,00%","0,00%",0,"0,00%","19,15%","709.932,00","10.204.600.000,00",000,"0,00%"
429,BPIA3,610,564,106,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","18,84%",000,"77.395.000,00",000,"13,41%"
430,DSUL3,795,565,097,0879,"0,00%",721,193,237,270,127,"37,13%","16,02%",350,"48,91%","17,25%",000,"236.447.000,00",001,"36,69%"
431,TCSL4,782,568,087,1098,"0,00%",487,-3354,738,-181,255,"14,88%","19,34%",92,"7,48%","15,33%",000,"21.762.700.000,00",010,"-0,39%"
432,RNPT4,3181,574,039,0467,"0,00%",379,5701,5610,5701,5605,"0,83%","8,13%",138,"0,68%","6,72%",000,"63.944.000,00",000,"4,85%"
433,RNPT3,3187,575,039,0468,"0,00%",380,5712,5621,5712,5615,"0,83%","8,13%",138,"0,68%","6,72%",000,"63.944.000,00",000,"4,85%"
434,TKNO4,3150,577,051,0642,"0,00%",418,136,15124,158,1046,"0,42%","11,12%",313,"0,33%","8,92%",14651,"180.387.000,00",002,"4,09%"
435,BAZA3,3640,588,053,0000,"3,95%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","8,99%","52.535,80","2.041.970.000,00",000,"-12,42%"
436,CMIG3,1464,588,124,0873,"4,06%",427,846,455,-095,621,"19,20%","15,01%",132,"10,12%","21,11%","19.443.200,00","17.207.300.000,00",088,"3,86%"
437,ECPR3,6100,591,059,0000,"3,30%",373,000,-7727,000,-7672,"0,00%","0,00%",0,"0,00%","10,06%",14186,"195.042.000,00",000,"0,00%"
438,BRAP4,3420,609,117,0000,"3,62%",1138,000,-43404,000,-43467,"0,00%","0,00%",0,"0,00%","19,15%","43.843.700,00","10.204.600.000,00",000,"0,00%"
439,CRPG3,2900,630,145,1355,"0,00%",1116,158,812,199,520,"16,70%","21,50%",916,"18,75%","22,94%",84695,"582.094.000,00",000,"15,79%"
440,HGTX4,960,632,113,0994,"0,00%",846,182,681,196,416,"14,60%","15,73%",316,"17,96%","17,87%",000,"1.382.520.000,00",005,"-0,19%"
441,WHRL3,689,638,364,1566,"9,55%",1474,7656,4033,-2086,2382,"3,88%","24,50%",104,"6,17%","57,05%","49.915,90","2.846.050.000,00",018,"-9,63%"
442,CEBR6,4831,648,178,0260,"0,11%",194,598,561,-053,504,"4,63%","5,35%",108,"4,19%","27,46%","78.065,80","391.531.000,00",126,"4,07%"
443,BNBR3,10500,651,179,0000,"3,51%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","27,44%","19.368,60","5.075.040.000,00",000,"18,00%"
444,WHRL4,705,653,372,1603,"10,27%",1508,7834,4127,-2135,2438,"3,88%","24,50%",104,"6,17%","57,05%","223.996,00","2.846.050.000,00",018,"-9,63%"
445,CIQU3,1249,663,105,0413,"0,00%",515,333,425,755,523,"9,72%","6,22%",136,"12,70%","15,87%",000,"296.175.000,00",084,"16,23%"
446,CIQU4,1249,663,105,0413,"0,00%",515,333,425,755,523,"9,72%","6,22%",136,"12,70%","15,87%",000,"296.175.000,00",084,"16,23%"
447,ROMI3,1406,672,117,1130,"6,19%",628,237,2814,515,1673,"4,02%","16,87%",183,"2,64%","17,45%","1.713.080,00","754.217.000,00",047,"6,77%"
448,CGAS3,9450,674,336,1407,"1,11%",1286,737,671,-712,647,"20,96%","20,89%",166,"27,25%","49,93%","22.151,40","3.722.810.000,00",092,"7,05%"
449,EALT4,529,674,072,0403,"2,64%",321,725,547,-153,643,"7,37%","5,98%",115,"6,36%","10,67%","173.588,00","165.525.000,00",050,"22,44%"
450,BRSR6,2013,686,106,0000,"7,09%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","15,51%","22.988.300,00","7.732.900.000,00",000,"11,96%"
451,CGAS5,9650,688,344,1437,"1,19%",1313,752,685,-727,659,"20,96%","20,89%",166,"27,25%","49,93%","103.485,00","3.722.810.000,00",092,"7,05%"
452,BMEB3,1245,693,074,0000,"0,44%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","10,72%","19.366,80","878.333.000,00",000,"7,27%"
453,BMEB4,1247,694,074,0000,"5,32%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","10,72%","74.919,40","878.333.000,00",000,"7,27%"
454,BRGE12,472,699,029,12508,"0,03%",107,060,-083,071,325,"-1.501,78%","268,48%",141,"-26,86%","4,21%","1.704,60","1.181.120.000,00",000,"-1,54%"
455,CEBR3,5250,704,193,0282,"0,09%",211,650,609,-057,537,"4,63%","5,35%",108,"4,19%","27,46%","23.273,30","391.531.000,00",126,"4,07%"
456,SMLS3,3476,705,371,4008,"10,29%",1641,304,584,396,442,"68,59%","56,82%",225,"47,79%","52,65%","21.834.000,00","1.161.930.000,00",000,"-9,28%"
457,CSNA3,1256,707,197,0698,"7,56%",342,2510,323,-062,652,"21,59%","11,55%",106,"11,97%","27,89%","130.343.000,00","8.838.390.000,00",331,"13,43%"
458,FESA4,1954,713,093,1344,"6,89%",615,301,1179,-2128,629,"11,40%","18,89%",301,"5,88%","13,03%","3.651.690,00","1.858.840.000,00",027,"10,88%"
459,CEBR5,5351,717,197,0288,"7,34%",215,662,621,-058,545,"4,63%","5,35%",108,"4,19%","27,46%","4.746,74","391.531.000,00",126,"4,07%"
460,ALLL11,1650,723,063,0728,"0,00%",162,528,253,-026,390,"28,74%","10,18%",134,"6,80%","8,74%",000,"8.142.050.000,00",134,"17,62%"
461,ALLL4,332,728,064,0732,"0,00%",163,531,255,-027,391,"28,74%","10,18%",134,"6,80%","8,74%",000,"8.142.050.000,00",134,"17,62%"
462,TRPL4,2214,746,122,4221,"14,48%",729,706,622,-349,702,"67,81%","57,03%",233,"12,51%","16,36%","38.422.000,00","11.949.600.000,00",027,"9,69%"
463,CLSC5,3901,749,074,0197,"0,00%",139,-1836,481,-031,448,"4,10%","2,63%",98,"3,38%","9,92%",000,"2.025.410.000,00",076,"3,63%"
464,DPPI4,3890,762,228,-0665,"0,00%",1718,398,8728,446,7374,"-0,76%","-5,04%",314,"3,00%","29,97%",000,"545.227.000,00",006,"15,14%"
465,CCTU4,3728,765,092,0307,"0,00%",405,229,1456,-2832,2177,"2,10%","4,00%",148,"2,96%","12,07%",000,"82.550.000,00",048,"12,54%"
466,BRSR5,2253,768,119,0000,"6,59%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","15,51%","3.440,40","7.732.900.000,00",000,"11,96%"
467,BGIP4,3700,787,148,0000,"2,11%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","18,88%","22.130,10","380.893.000,00",000,"16,05%"
468,MYPK3,1935,793,088,0294,"2,26%",297,280,439,-123,523,"6,68%","4,73%",136,"8,33%","11,10%","22.260.800,00","3.379.610.000,00",099,"12,32%"
469,BRGE7,540,799,034,14311,"7,24%",122,068,-095,081,313,"-1.501,78%","268,48%",141,"-26,86%","4,21%",000,"1.181.120.000,00",000,"-1,54%"
470,BRSR3,2349,801,124,0000,"6,08%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","15,51%","55.234,10","7.732.900.000,00",000,"11,96%"
471,CMET4,391,810,538,3068,"0,00%",3136,947,572,2720,534,"53,63%","43,03%",264,"81,40%","66,40%",000,"2.847.970.000,00",018,"30,18%"
472,RDTR3,630,811,137,0000,"0,00%",1320,000,"-1.919,75",000,-21941,"0,00%","0,00%",0,"0,00%","16,95%",000,"497.092.000,00",000,"0,00%"
473,ALUP4,795,813,138,1813,"2,64%",426,248,328,-154,473,"55,31%","39,85%",279,"16,25%","16,97%","77.876,20","5.064.230.000,00",129,"20,69%"
474,CAML3,752,817,123,0550,"2,05%",516,167,1102,1547,1118,"4,99%","6,73%",202,"6,28%","15,08%","9.677.130,00","2.258.460.000,00",099,"14,32%"
475,ECPR4,8498,823,083,0000,"2,61%",520,000,-10764,000,-10722,"0,00%","0,00%",0,"0,00%","10,06%",000,"195.042.000,00",000,"0,00%"
476,ELPL4,1598,824,093,0227,"0,00%",135,804,228,-022,355,"9,93%","2,75%",107,"6,64%","11,29%",000,"3.445.110.000,00",125,"3,10%"
477,COCE6,3500,830,091,0524,"0,00%",322,1868,625,-078,708,"8,38%","6,31%",108,"5,80%","10,98%",000,"2.988.960.000,00",077,"6,25%"
478,TRPL3,2496,841,138,4759,"12,84%",822,796,702,-394,781,"67,81%","57,03%",233,"12,51%","16,36%","71.377,70","11.949.600.000,00",027,"9,69%"
479,AGIN3,529,846,123,1816,"0,00%",565,129,1092,355,1468,"16,63%","21,83%",272,"5,59%","14,56%",000,"1.028.210.000,00",055,"44,17%"
480,AELP3,193,849,-20057,-0062,"0,00%",5216,000,-1258,000,-1198,"0,49%","-0,73%",0,"0,00%","-2.363,83%",000,"-904.000,00",000,"1,18%"
481,BEES3,573,854,115,0000,"5,24%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","13,51%","125.090,00","1.568.220.000,00",000,"8,83%"
482,CPSL3,3802,856,349,0787,"0,00%",2043,739,579,1184,548,"13,59%","9,20%",189,"57,15%","40,82%",000,"1.634.730.000,00",017,"16,21%"
483,BBAS3,4781,856,145,0000,"5,23%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","16,94%","615.810.000,00","94.496.200.000,00",000,"14,26%"
484,FIGE4,3801,859,040,26561,"0,11%",396,3707,3988,4400,3881,"66,60%","309,08%",1324,"1,00%","4,62%",000,"226.080.000,00",000,"0,00%"
485,SAPR3,1734,862,145,1949,"4,71%",756,-4669,501,-196,561,"38,91%","22,62%",85,"15,70%","16,83%","401.573,00","6.024.830.000,00",052,"11,86%"
486,CRIV3,604,863,066,0000,"0,35%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","7,65%","32.048,50","942.527.000,00",000,"-0,83%"
487,CLSC3,4499,863,086,0227,"2,13%",160,-2117,554,-036,491,"4,10%","2,63%",98,"3,38%","9,92%",20926,"2.025.410.000,00",076,"3,63%"
488,GPCP3,3760,864,132,0297,"0,52%",270,489,1031,-058,935,"2,88%","3,58%",123,"2,76%","15,24%","446.310,00","179.091.000,00",098,"20,51%"
489,EMAE4,2643,864,106,2096,"3,14%",673,242,4213,-10227,2490,"4,97%","24,24%",442,"2,09%","12,29%","62.296,10","918.883.000,00",008,"20,78%"
490,ABCB4,1840,865,102,0000,"5,87%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","11,74%","9.994.460,00","3.956.290.000,00",000,"-14,28%"
491,GUAR3,2028,870,202,1340,"2,21%",846,322,1786,-5819,1151,"7,50%","15,41%",187,"5,55%","23,18%","12.653.400,00","5.022.210.000,00",057,"9,23%"
492,ALLL3,397,870,076,0875,"0,00%",195,635,305,-032,418,"28,74%","10,18%",134,"6,80%","8,74%",000,"8.142.050.000,00",134,"17,62%"
493,TMGC12,55000,871,112,0800,"0,00%",770,466,1227,822,1094,"6,52%","9,18%",169,"8,73%","12,83%",000,"1.167.010.000,00",005,"10,49%"
494,BEES4,585,872,118,0000,"5,14%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","13,51%","11.640,00","1.568.220.000,00",000,"8,83%"
495,ACES4,9473,874,227,1683,"0,00%",1430,637,716,2065,650,"23,52%","19,27%",205,"26,90%","25,95%",000,"3.105.800.000,00",009,"13,34%"
496,ACES3,9527,879,228,1693,"0,00%",1438,640,720,2077,654,"23,52%","19,27%",205,"26,90%","25,95%",000,"3.105.800.000,00",009,"13,34%"
497,SHUL4,945,883,141,0798,"2,81%",580,156,954,1172,824,"8,36%","9,03%",240,"8,77%","15,94%","1.319.280,00","599.667.000,00",096,"15,39%"
498,ENBR3,1989,886,130,0877,"3,95%",470,442,582,-161,664,"15,08%","10,98%",154,"9,87%","14,68%","47.147.700,00","9.280.790.000,00",094,"11,01%"
499,PTNT4,430,886,094,0370,"4,11%",368,287,678,-1162,496,"5,46%","6,83%",136,"6,81%","10,62%","144.271,00","219.520.000,00",055,"3,59%"
500,ALUP11,2600,887,150,1976,"2,42%",464,270,357,-168,501,"55,31%","39,85%",279,"16,25%","16,97%","20.665.300,00","5.064.230.000,00",129,"20,69%"
501,CYRE4,850,888,066,0843,"0,00%",341,091,801,270,933,"10,53%","11,89%",288,"5,10%","7,49%",000,"5.112.190.000,00",048,"-5,81%"
502,BRGE8,600,888,037,15901,"4,65%",136,076,-106,090,302,"-1.501,78%","268,48%",141,"-26,86%","4,21%",40440,"1.181.120.000,00",000,"-1,54%"
503,CZRS4,249,889,030,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","3,34%",000,"1.145.670.000,00",000,"14,44%"
504,BRDT3,2844,891,345,0345,"9,30%",1242,786,1565,-886,1363,"2,20%","3,87%",146,"10,12%","38,74%","153.297.000,00","9.602.000.000,00",065,"0,31%"
505,REDE4,290,892,169,0558,"0,00%",321,219,385,-077,591,"14,49%","8,54%",181,"9,24%","18,94%",000,"3.532.700.000,00",219,"10,36%"
506,SOND6,3513,893,166,1412,"17,92%",1125,295,1201,442,713,"11,76%","15,83%",297,"14,45%","18,59%",45154,"52.039.000,00",000,"-19,50%"
507,AFLU5,503,893,214,2911,"0,00%",1875,963,832,1192,705,"34,98%","32,59%",327,"31,18%","23,93%",000,"44.270.000,00",000,"8,61%"
508,VIVO3,6579,899,269,1366,"0,00%",1175,-2921,621,-474,665,"22,01%","15,20%",89,"23,92%","29,88%",000,"9.816.290.000,00",035,"13,06%"
509,CNFB4,599,901,157,1511,"0,00%",872,347,827,5395,785,"18,27%","16,77%",220,"12,01%","17,39%",000,"1.552.470.000,00",047,"-10,61%"
510,MERC4,1230,903,091,0000,"4,02%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","10,06%","18.353,80","243.892.000,00",000,"-6,79%"
511,SAPR11,9180,912,154,2064,"4,80%",800,-4944,530,-207,586,"38,91%","22,62%",85,"15,70%","16,83%","40.442.500,00","6.024.830.000,00",052,"11,86%"
512,AFLU3,515,915,219,2981,"0,00%",1919,986,852,1221,724,"34,98%","32,59%",327,"31,18%","23,93%",000,"44.270.000,00",000,"8,61%"
513,SOND5,3601,915,170,1448,"17,48%",1153,302,1231,453,739,"11,76%","15,83%",297,"14,45%","18,59%","1.856,14","52.039.000,00",000,"-19,50%"
514,CLSC4,4780,917,091,0242,"2,21%",171,-2249,589,-038,511,"4,10%","2,63%",98,"3,38%","9,92%","959.859,00","2.025.410.000,00",076,"3,63%"
515,SAPR4,1850,919,155,2080,"4,85%",806,-4982,534,-209,589,"38,91%","22,62%",85,"15,70%","16,83%","7.119.190,00","6.024.830.000,00",052,"11,86%"
516,EEEL3,32000,925,116,2830,"4,51%",591,291,787,-319,765,"35,97%","30,41%",302,"8,32%","12,57%","9.145,54","2.662.330.000,00",023,"8,80%"
517,WIZS3,1258,939,819,3081,"8,83%",2827,-2920,546,-892,329,"56,40%","34,08%",77,"65,06%","87,16%","7.319.790,00","245.690.000,00",000,"18,69%"
518,MRSL4,305,948,091,0816,"0,00%",609,219,1508,580,883,"5,41%","8,69%",278,"4,44%","9,63%",000,"375.151.000,00",016,"7,10%"
